Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_fyvs_ahh9,:@computed_region_p5aj_wyqh,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_bh8s_q3mv,:@computed_region_6pnf_4xz7,:@computed_region_6ezc_tdp2,:@computed_region_viu7_rrfi,:@computed_region_n4xg_c4py
B173038,12/06/2017,11/14/2018,30000.00,false,false,1,2300 Block of Mariposa Street,94110,10,Potrero Hill,"(37.763166109382496, -122.40679946657265)",54,3,9,20,19,4,8,8,28859,2,,,
B181233,04/19/2018,11/13/2018,150200.00,false,true,4,800 Block of Union Street,94133,3,Russian Hill,"(37.79987409596491, -122.41328467133557)",107,6,3,32,32,1,10,3,308,1,,,
B181234,04/19/2018,11/13/2018,155666.64,false,false,4,800 Block of Union Street,94133,3,Russian Hill,"(37.79987409596491, -122.41328467133557)",107,6,3,32,32,1,10,3,308,1,,,
B182526,08/28/2018,11/13/2018,35000.00,false,false,3,1700 Block of Geneva Avenue,94134,11,Excelsior,"(37.71183312879485, -122.42798901024241)",58,9,1,7,5,7,6,9,28861,2,,,
B182586,08/31/2018,11/09/2018,16800.00,false,false,1,700 Block of Monterey Boulevard,94127,7,West of Twin Peaks,"(37.73162393299078, -122.45227846511474)",95,9,8,41,40,7,4,9,59,1,,,
B182649,09/20/2018,11/09/2018,7000.00,false,true,1,800 Block of Green Street,94133,3,Russian Hill,"(37.79904592079125, -122.41311790698637)",107,6,3,32,32,1,10,3,308,1,,,
B182643,09/17/2018,11/09/2018,35000.00,false,true,1,2500 Block of San Jose Avenue,94112,11,Oceanview/Merced/Ingleside,"(37.71745922064591, -122.44923960950709)",81,10,1,24,24,8,6,9,28861,2,,,
B182419,08/16/2018,11/08/2018,20000.00,false,false,2,100 Block of Red Rock Way,94131,8,Noe Valley,"(37.746036675352386, -122.4421966322588)",57,9,5,22,22,7,5,2,63,1,,,
B182689,09/24/2018,11/08/2018,24300.00,false,false,2,1700 Block of 29th Avenue,94122,4,Sunset/Parkside,"(37.75469884802513, -122.48731850839731)",39,10,7,35,35,8,3,1,56,1,,,
B182301,07/25/2018,11/07/2018,15000.00,false,false,1,800 Block of Arguello Boulevard,94118,1,Inner Richmond,"(37.77542591920166, -122.45851817011692)",5,8,4,11,11,6,2,11,54,1,,,
B182598,09/07/2018,11/07/2018,10000.00,false,false,1,1800 Block of Franklin Street,94109,2,Pacific Heights,"(37.791532051612464, -122.42418265185816)",102,4,6,30,27,9,1,13,28858,1,,,
B182630,09/11/2018,11/06/2018,13254.00,false,false,2,1300 Block of La Playa,94122,4,Sunset/Parkside,"(37.76121561444409, -122.5091360654274)",39,10,7,35,35,8,3,1,56,1,,,
B181609,05/18/2018,11/06/2018,20000.00,false,false,4,0 Block of Navajo Avenue,94112,11,Outer Mission,"(37.72008297222093, -122.44385735158968)",80,9,1,28,25,7,6,9,28861,2,,,
B183092,,11/05/2018,19000.00,false,false,1,1400 Block of Filbert Street,94133,2,Russian Hill,"(37.79964333910639, -122.42335884134927)",107,4,6,32,32,9,1,13,28858,1,,,
B182588,08/31/2018,11/05/2018,16800.00,false,false,1,700 Block of Monterey Boulevard,94127,7,West of Twin Peaks,"(37.73162393299078, -122.45227846511474)",95,9,8,41,40,7,4,9,59,1,,,
B183044,,11/02/2018,37000.00,false,false,2,2100 Block of Rivera Street,94116,4,Sunset/Parkside,"(37.746133796099414, -122.48933875989397)",40,10,7,35,35,8,3,1,29491,1,,,
B182316,07/31/2018,10/31/2018,80000.00,false,false,1,700 Block of 42nd Avenue,94121,1,Outer Richmond,"(37.77453388106368, -122.5026721762603)",8,8,4,29,26,6,2,11,55,1,,,
B182731,09/25/2018,10/31/2018,20000.00,false,false,1,300 Block of Pennsylvania Avenue,94107,10,Potrero Hill,"(37.76211162483318, -122.39361944701271)",54,2,9,26,29,3,8,10,28856,1,,,
B182444,08/17/2018,10/31/2018,18500.00,false,false,1,100 Block of Banks Street,94110,9,Bernal Heights,"(37.740852608068806, -122.41270393512231)",83,9,2,2,2,7,7,10,28859,1,,,
B182594,09/05/2018,10/31/2018,30000.00,false,false,5,2200 Block of 29th Avenue,94116,4,Sunset/Parkside,"(37.745379339539696, -122.4865306539541)",40,10,7,35,35,8,3,1,29491,1,,,
B182582,08/29/2018,10/30/2018,30000.00,false,false,2,1300 Block of 5th Avenue,94122,5,Inner Sunset,"(37.76329075214025, -122.4620346375078)",109,7,11,14,12,5,11,1,56,1,,,
B182632,09/11/2018,10/30/2018,45878.00,false,true,1,0 Block of Card Alley,94133,3,Chinatown,"(37.799054670219704, -122.40921265489476)",106,6,3,6,4,1,10,3,308,2,,,
B182507,08/21/2018,10/30/2018,33500.00,false,true,1,200 Block of Guttenberg Street,94112,11,Excelsior,"(37.7096059465949, -122.44289808070685)",58,9,1,7,5,7,6,9,28861,2,,,
B182916,10/17/2018,10/29/2018,9000.00,false,false,1,700 Block of 30th Avenue,94121,1,Outer Richmond,"(37.77512794515952, -122.48967855436716)",8,8,4,29,26,6,2,11,55,1,,,
B182052,07/11/2018,10/29/2018,20000.00,false,false,2,0 Block of Laidley Street,94131,8,Glen Park,"(37.74106952303241, -122.43145786708399)",59,9,5,10,7,7,5,2,63,1,,,
B182653,09/20/2018,10/26/2018,12000.00,false,false,1,600 Block of Guerrero Street,94110,8,Mission,"(37.76077326249153, -122.4236036773369)",37,3,5,20,19,4,5,2,28859,1,,,
B182060,07/12/2018,10/26/2018,70000.00,false,false,3,900 Block of Huron Avenue,94112,11,Outer Mission,"(37.709737727041265, -122.45262614820994)",66,9,1,28,25,7,6,9,28861,2,,,
B181616,05/22/2018,10/25/2018,25000.00,false,false,1,200 Block of Silliman Street,94134,9,Portola,"(37.73064132380639, -122.4075866521839)",91,2,2,25,28,3,7,10,309,2,,,
B181969,06/28/2018,10/25/2018,70000.00,false,false,2,0 Block of Rico Way,94123,2,Marina,"(37.805007461957004, -122.43928058466986)",17,4,6,13,17,9,1,13,57,1,,,
B182391,08/08/2018,10/22/2018,15000.00,false,false,1,1500 Block of Jones Street,94109,3,Nob Hill,"(37.795441440359184, -122.41484720004017)",16,6,3,21,21,1,10,5,308,1,,,
B180669,03/08/2018,10/22/2018,128350.00,false,true,2,2700 Block of 22nd Street,94110,9,Mission,"(37.75591533915723, -122.40989797661891)",53,3,2,20,19,4,7,2,28859,2,,,
B180203,01/25/2018,10/18/2018,34962.87,false,false,1,100 Block of 8th Avenue,94118,1,Inner Richmond,"(37.78564502076832, -122.4666932955414)",4,8,4,11,11,6,2,11,54,1,,,
B171352,05/22/2017,10/16/2018,60000.00,false,false,1,500 Block of Clayton Street,94117,5,Haight Ashbury,"(37.77025564267148, -122.44874167985947)",25,7,11,3,9,5,11,15,29492,1,,,
B182298,07/25/2018,10/15/2018,13000.00,false,false,1,600 Block of Ofarrell Street,94109,6,Tenderloin,"(37.78543647979161, -122.41533612916494)",20,5,10,36,36,10,9,7,28858,2,1,,
B182771,10/04/2018,10/12/2018,60000.00,false,false,2,0 Block of Ottawa Avenue,94112,11,Outer Mission,"(37.714900359495275, -122.44524179681042)",80,9,1,28,25,7,6,9,28861,2,,,
B171321,05/15/2017,10/11/2018,11570.43,false,false,1,3000 Block of Washington Street,94115,2,Pacific Heights,"(37.79037877900298, -122.44346621710409)",102,8,6,30,27,6,1,13,29490,1,,,
B182831,,10/10/2018,0.00,false,false,2,400 Block of Marina Boulevard,94123,2,Marina,"(37.80582014593415, -122.44107523055283)",17,4,6,13,17,9,1,13,57,1,,,
B182055,07/12/2018,10/10/2018,60116.00,false,false,3,1100 Block of South Van Ness Avenue,94110,9,Mission,"(37.754772185394565, -122.4164210839706)",53,3,2,20,19,4,7,2,28859,2,,,
B181418,05/04/2018,10/09/2018,10000.00,false,true,1,700 Block of 46th Avenue,94121,1,Outer Richmond,"(37.774343929669904, -122.50682025811007)",8,8,4,29,26,6,2,11,55,1,,,
B171741,07/03/2017,10/09/2018,5000.00,false,false,1,0 Block of Scott Street,94117,8,Haight Ashbury,"(37.76949736562358, -122.43504106813975)",28,7,5,3,9,5,5,15,29492,1,,,
B180810,03/16/2018,10/05/2018,33000.00,false,false,1,900 Block of Valencia Street,94110,8,Mission,"(37.7580957163384, -122.42130177364642)",52,3,5,20,19,4,5,2,28859,1,,,
B182393,08/08/2018,10/05/2018,57000.00,false,false,3,1300 Block of 46th Avenue,94122,4,Sunset/Parkside,"(37.761357777992316, -122.5059245126094)",39,10,7,35,35,8,3,1,56,1,,,
B182778,,10/04/2018,32946.75,false,false,2,100 Block of Guerrero Street,94103,8,Mission,"(37.769431688554846, -122.42466937439893)",37,3,5,20,19,4,5,8,28853,2,,,
B180748,03/14/2018,10/04/2018,175000.00,false,false,2,600 Block of 9th Avenue,94118,1,Inner Richmond,"(37.77615847350511, -122.46708425977889)",5,8,4,11,11,6,2,11,54,1,,,
B170764,03/23/2017,10/04/2018,10000.00,false,false,1,700 Block of Page Street,94117,5,Haight Ashbury,"(37.77277901574198, -122.43311210289365)",26,4,11,3,9,5,11,15,29492,1,,,
B182007,07/06/2018,10/03/2018,200000.00,false,true,1,2400 Block of Gough Street,94123,2,Pacific Heights,"(37.79580295543336, -122.42672781911176)",102,4,6,30,27,9,1,13,28858,1,,,
B182392,08/08/2018,10/02/2018,45000.00,false,false,1,800 Block of Vallejo Street,94133,3,Chinatown,"(37.79832321542392, -122.41128692290144)",107,6,3,6,4,1,10,3,308,2,,,
B181825,06/13/2018,09/28/2018,20000.00,false,false,2,2600 Block of Kirkham Street,94122,4,Sunset/Parkside,"(37.759233725120986, -122.48918124806963)",39,10,7,35,35,8,3,1,56,1,,,
B181985,07/02/2018,09/26/2018,50240.00,false,false,4,300 Block of Ellington Avenue,94112,11,Outer Mission,"(37.71234935026372, -122.44645882787704)",66,9,1,28,25,7,6,9,28861,2,,,
B180113,01/11/2018,09/26/2018,150000.00,false,false,2,900 Block of Guerrero Street,94110,8,Mission,"(37.75637764857812, -122.42318399539347)",52,3,5,20,19,4,5,2,28859,1,,,
B182380,07/31/2018,09/26/2018,7600.00,false,false,4,3500 Block of 19th Street,94110,8,Mission,"(37.75997742415095, -122.42256356592539)",37,3,5,20,19,4,5,2,28859,1,,,
B182006,07/06/2018,09/25/2018,45000.00,false,false,1,1300 Block of Jessie Street,94103,6,Mission,"(37.77133910079537, -122.42113960762657)",32,1,10,20,19,2,9,8,28853,2,,,
B181529,05/10/2018,09/24/2018,25000.00,false,false,1,1100 Block of Fitzgerald Avenue,94124,10,Bayview Hunters Point,"(37.72040701936683, -122.39042296140923)",88,2,9,1,1,3,8,10,58,2,,,
B181979,06/29/2018,09/24/2018,15000.00,false,true,1,900 Block of Burnett Avenue,94131,8,Twin Peaks,"(37.747470752598886, -122.44498578071894)",48,7,5,38,38,5,5,2,63,1,,,
B182306,07/30/2018,09/21/2018,40000.00,false,false,2,100 Block of Richland Avenue,94110,9,Bernal Heights,"(37.73595384984019, -122.42381151406913)",61,9,2,2,2,7,7,2,28859,1,,,
B182178,07/19/2018,09/19/2018,90000.00,false,false,1,200 Block of Divisadero Street,94117,5,Haight Ashbury,"(37.77078789432657, -122.43706583321482)",112,7,11,3,9,5,11,15,29492,1,,,
B181604,05/14/2018,09/18/2018,17500.00,false,false,1,2400 Block of 24th Street,94110,10,Mission,"(37.75320466482559, -122.40388956144268)",54,3,9,20,19,4,8,10,28859,1,,,
B182638,,09/14/2018,32500.00,false,true,3,1400 Block of 8th Avenue,94112,5,Inner Sunset,"(37.76128700169518, -122.46511702657801)",109,10,11,14,12,8,11,1,56,1,,,
B181769,06/11/2018,09/14/2018,22107.82,false,false,1,3600 Block of 26th Street,94110,8,Mission,"(37.74886644188855, -122.42193299750883)",53,3,5,20,19,4,5,2,28859,1,,,
B171332,05/17/2017,09/12/2018,46300.00,false,true,1,600 Block of Clayton Street,94117,5,Haight Ashbury,"(37.76932251605747, -122.44855256437603)",25,7,11,3,9,5,11,15,29492,1,,,
B181751,06/06/2018,09/11/2018,16000.00,false,false,1,2700 Block of Hyde Street,94109,2,Russian Hill,"(37.80618023263787, -122.4205328473653)",98,6,6,32,32,1,1,5,28858,1,,,
B182619,09/11/2018,09/11/2018,35000.00,false,false,4,1600 Block of 22nd Avenue,94122,4,Sunset/Parkside,"(37.7568929158536, -122.47995020880084)",39,10,7,35,35,8,3,1,56,1,,,
B181856,06/19/2018,09/10/2018,36000.00,false,false,2,0 Block of College Terrace,94112,8,Bernal Heights,"(37.73459798187442, -122.42616870388866)",93,9,5,2,2,7,5,2,28861,1,,,
B172368,09/13/2017,09/10/2018,75000.00,false,false,2,1500 Block of Church Street,94131,8,Noe Valley,"(37.74569488925034, -122.42692575783607)",84,9,5,22,22,7,5,2,63,1,,,
B181754,06/07/2018,09/10/2018,2500.00,false,false,2,2300 Block of Ofarrell Street,94115,2,Lone Mountain/USF,"(37.78192058877591, -122.4426985467415)",13,7,6,18,16,5,1,15,29490,1,,,
B170733,03/20/2017,09/07/2018,70000.00,false,false,1,600 Block of Webster Street,94117,5,Hayes Valley,"(37.77673125639663, -122.42978542583175)",22,4,11,9,10,9,11,7,29492,1,,,
B161101,03/18/2016,09/06/2018,100000.00,false,false,2,600 Block of 9th Avenue,94118,1,Inner Richmond,"(37.77615847350511, -122.46708425977889)",5,8,4,11,11,6,2,11,54,1,,,
B180353,02/05/2018,09/05/2018,50000.00,false,false,2,2000 Block of 43rd Avenue,94116,4,Sunset/Parkside,"(37.74844049277616, -122.50193305093332)",39,10,7,35,35,8,3,1,29491,1,,,
B182593,,09/05/2018,27000.00,false,false,1,0 Block of Alpha Street,94134,10,Visitacion Valley,"(37.71482637486934, -122.40326298044398)",75,9,9,40,39,7,8,10,309,2,,,
B180338,01/31/2018,09/04/2018,33000.00,false,false,1,1200 Block of Grove Street,94117,5,Hayes Valley,"(37.77608585910724, -122.43716493553445)",23,4,11,9,10,5,11,15,29492,1,,,
B180328,01/31/2018,09/04/2018,35000.00,false,false,1,1200 Block of Grove Street,94117,5,Hayes Valley,"(37.77608585910724, -122.43716493553445)",23,4,11,9,10,5,11,15,29492,1,,,
B180327,01/31/2018,09/04/2018,40000.00,false,false,1,1200 Block of Grove Street,94117,5,Hayes Valley,"(37.77608585910724, -122.43716493553445)",23,4,11,9,10,5,11,15,29492,1,,,
B172598,10/16/2017,08/31/2018,13000.00,false,false,2,3800 Block of San Bruno Avenue,94134,10,Visitacion Valley,"(37.71452798505423, -122.40175043610114)",75,9,9,40,39,7,8,10,309,2,,,
B171222,05/08/2017,08/30/2018,52090.66,false,false,1,1300 Block of Stevenson Street,94103,6,Mission,"(37.770775625995626, -122.42173409525398)",32,1,10,20,19,2,9,8,28853,2,,,
B170652,03/17/2017,08/29/2018,83000.00,false,true,1,100 Block of 17th Avenue,94121,1,Outer Richmond,"(37.78520294437938, -122.47643688599673)",2,8,4,29,26,6,2,11,54,1,,,
B181854,06/19/2018,08/29/2018,214600.00,false,false,5,2900 Block of California Street,94115,2,Pacific Heights,"(37.78769715507494, -122.4429204794283)",103,8,6,30,27,6,1,13,29490,1,,,
B171759,07/07/2017,08/28/2018,30000.00,false,false,5,500 Block of Brussels Street,94134,9,Portola,"(37.725334088073645, -122.40477049328007)",91,2,2,25,28,3,7,10,309,2,,,
B181992,07/03/2018,08/28/2018,35000.00,false,false,1,3500 Block of 19th Street,94110,8,Mission,"(37.76002135916768, -122.42183647997781)",37,3,5,20,19,4,5,2,28859,1,,,
B181983,06/29/2018,08/28/2018,50000.00,false,false,3,900 Block of Vermont Street,94107,10,Potrero Hill,"(37.757715900207344, -122.40345492465359)",54,2,9,26,29,3,8,10,28856,1,,,
B181933,06/22/2018,08/27/2018,19881.00,false,false,3,700 Block of Bay Street,94109,2,Russian Hill,"(37.80494891721744, -122.41936529665863)",99,6,6,32,32,1,1,5,28858,1,,,
B172057,08/09/2017,08/24/2018,15000.00,false,false,1,700 Block of 6th Avenue,94118,1,Inner Richmond,"(37.77449336390309, -122.46388145113791)",5,8,4,11,11,6,2,11,54,1,,,
B170321,02/10/2017,08/24/2018,87000.00,false,false,1,1800 Block of Lombard Street,94123,2,Marina,"(37.80024834654909, -122.43191433261855)",15,4,6,13,17,9,1,13,57,1,,,
B171224,05/08/2017,08/24/2018,87000.00,false,false,1,1300 Block of Stevenson Street,94103,6,Mission,"(37.770775625995626, -122.42173409525398)",32,1,10,20,19,2,9,8,28853,2,,,
B181716,05/30/2018,08/23/2018,65000.00,false,true,4,2600 Block of Bryant Street,94110,9,Mission,"(37.75199404456833, -122.40912285831396)",53,3,2,20,19,4,7,2,28859,1,,,
B182516,,08/22/2018,136880.00,false,false,3,2700 Block of Folsom Street,94110,9,Mission,"(37.753298447582864, -122.41422876373993)",53,3,2,20,19,4,7,2,28859,2,,,
B181871,06/20/2018,08/22/2018,30000.00,false,false,2,0 Block of Saint Marys Avenue,94112,8,Bernal Heights,"(37.73464901374565, -122.42758720592806)",93,9,5,2,2,7,5,2,28861,1,,,
B181872,06/20/2018,08/22/2018,17299.00,false,false,1,0 Block of Saint Marys Avenue,94112,8,Bernal Heights,"(37.73464901374565, -122.42758720592806)",93,9,5,2,2,7,5,2,28861,1,,,
B180649,03/05/2018,08/21/2018,5000.00,false,false,2,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.7820265124035, -122.46334969024808)",5,8,4,11,11,6,2,11,54,1,,,
B181120,04/05/2018,08/21/2018,40000.00,false,false,5,0 Block of Carr Street,94124,10,Bayview Hunters Point,"(37.72176204454943, -122.39688239635747)",88,2,9,1,1,3,8,10,58,2,,,
B182441,,08/17/2018,13000.00,false,false,1,2200 Block of Sacramento Street,94115,2,Pacific Heights,"(37.7903015380394, -122.42990368277982)",102,4,6,30,27,9,1,13,29490,1,,,
B181621,05/23/2018,08/16/2018,40000.00,false,false,3,0 Block of Entrada Court,94127,7,West of Twin Peaks,"(37.72504999656588, -122.46789696409543)",67,10,8,41,40,8,4,9,59,1,,,
B182418,,08/16/2018,27500.00,false,true,1,600 Block of 28th Street,94131,8,Noe Valley,"(37.744642740783625, -122.43676563571447)",57,9,5,22,22,7,5,2,63,1,,,
B181824,06/13/2018,08/15/2018,68000.00,false,true,1,400 Block of Green Street,94133,3,North Beach,"(37.799773212595426, -122.40640432779335)",106,6,3,23,23,1,10,3,308,2,,,
B181490,05/08/2018,08/15/2018,193750.00,false,false,1,0 Block of Mason Street,94102,6,Tenderloin,"(37.78380666349917, -122.40912963369935)",19,5,10,36,36,10,9,14,28852,2,1,,1
B181727,05/31/2018,08/14/2018,31992.40,false,false,2,5600 Block of Fulton Street,94121,1,Outer Richmond,"(37.77225784927279, -122.4922286844071)",8,8,4,29,26,6,2,11,55,1,,,
B181715,05/29/2018,08/14/2018,19250.00,false,false,2,2000 Block of Franklin Street,94109,2,Pacific Heights,"(37.79329229301981, -122.424537680436)",102,4,6,30,27,9,1,13,28858,1,,,
B180650,03/05/2018,08/14/2018,33000.00,false,false,3,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.7820265124035, -122.46334969024808)",5,8,4,11,11,6,2,11,54,1,,,
B172799,11/03/2017,08/13/2018,24500.00,false,false,1,3900 Block of Washington Street,94118,2,Presidio Heights,"(37.78859664797011, -122.4583217451656)",10,8,6,31,31,6,1,11,54,1,,,
B171760,07/07/2017,08/13/2018,50000.00,false,false,2,1500 Block of Francisco Street,94123,2,Marina,"(37.80242556893478, -122.43066569156854)",17,4,6,13,17,9,1,13,57,1,,,
B181763,06/08/2018,08/09/2018,54358.75,false,false,2,2000 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.77522833107932, -122.45052153932082)",24,7,11,18,16,5,11,15,29492,1,,,
B182152,07/16/2018,08/09/2018,10000.00,false,false,2,2700 Block of Polk Street,94109,2,Russian Hill,"(37.80203248799396, -122.42292643093258)",107,4,6,32,32,9,1,5,28858,1,,,
B180421,02/07/2018,08/08/2018,58000.00,false,false,4,1800 Block of Page Street,94117,5,Haight Ashbury,"(37.770470292001214, -122.45124215746178)",25,7,11,3,9,5,11,15,29492,1,,,
B182388,,08/07/2018,7000.00,false,false,1,500 Block of Flood Avenue,94112,7,West of Twin Peaks,"(37.72992420949618, -122.45178899309104)",95,9,8,41,40,7,4,9,28861,1,,,
B180497,02/14/2018,08/06/2018,125000.00,false,false,2,0 Block of States Street,94114,8,Castro/Upper Market,"(37.7634100550694, -122.43906507196981)",113,7,5,5,3,5,5,15,28862,1,,,
B181761,06/08/2018,08/06/2018,10000.00,false,false,1,100 Block of Coleridge Street,94110,9,Bernal Heights,"(37.743394615107995, -122.42000112048012)",83,9,2,2,2,7,7,2,28859,1,,,
B182409,,08/03/2018,51286.03,false,true,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)",94,9,1,28,25,7,6,9,28861,1,,,
B180255,01/30/2018,08/03/2018,100000.00,false,false,1,2800 Block of Harrison Street,94110,9,Mission,"(37.75182705532185, -122.4118919996882)",53,3,2,20,19,4,7,2,28859,2,,,
B181752,06/06/2018,08/03/2018,65000.00,false,true,2,700 Block of Hyde Street,94109,3,Nob Hill,"(37.787720247162284, -122.41666458815452)",50,6,3,21,21,1,10,13,28858,2,,,
B182385,08/03/2018,08/03/2018,20000.00,false,false,1,3600 Block of 19th Street,94110,8,Mission,"(37.759806799846345, -122.42538649752721)",37,3,5,20,19,4,5,2,28859,1,,,
B170738,03/22/2017,08/03/2018,131789.71,false,false,1,2900 Block of Franklin Street,94123,2,Marina,"(37.80159235803173, -122.42621034290872)",17,4,6,13,17,9,1,13,57,1,,,
B170757,02/27/2017,08/03/2018,55476.70,false,true,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)",94,9,1,28,25,7,6,9,28861,1,,,
B170760,02/27/2017,08/03/2018,55476.70,false,true,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)",94,9,1,28,25,7,6,9,28861,1,,,
B170755,02/27/2017,08/03/2018,55476.70,false,true,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)",94,9,1,28,25,7,6,9,28861,1,,,
B182386,08/03/2018,08/03/2018,18000.00,false,false,2,3600 Block of 19th Street,94110,8,Mission,"(37.759806799846345, -122.42538649752721)",37,3,5,20,19,4,5,2,28859,1,,,
B181746,06/05/2018,08/02/2018,15261.92,false,false,2,200 Block of 3rd Avenue,94118,1,Inner Richmond,"(37.78402516160139, -122.46120282914481)",5,8,4,11,11,6,2,11,54,1,,,
B181412,05/02/2018,08/02/2018,69348.60,false,false,3,1900 Block of Hayes Street,94117,5,Lone Mountain/USF,"(37.773574575235386, -122.44849599034605)",24,7,11,18,16,5,11,15,29492,1,,,
